ID_compound,SMILES,Common_name,Biological Activity,Pathogen,Category,IC50 (µM),Experiment Type,IC50(µg/ml),CC50,Ki,EC50_invitro,EC50_viral,% Inhibition,Tested at [C],Molecular Weight,Origin,Formula,Family,Sub_family,Nature,Reference,ID_ref,PUBCHEM_CID
3607,CC1=CC2=NC(=C(N2C=C1)CNCCN3C(=CC(=N3)C)C)C(=O)N4CCCCCC4,,Inactive,Leishmania,Extracellular,,,,,,,,-0.71,83.3 µM,408.55,,C23H32N6O,,,,AID_1063,16190393,16190393
3608,CCCC1=NN=C(N1N)SCC2=CC=C(O2)C(=O)OC,,Inactive,Leishmania,Extracellular,,,,,,,,0.17,83.3 µM,296.352,,C12H16N4O3S,,,,AID_1063,895359,895359
3609,COC1=CC=C(C=C1)C(=O)N2CCC(CC2)C(=O)NC3=CC=CC=C3OC,,Inactive,Leishmania,Extracellular,,,,,,,,-6.41,83.3 µM,368.433,,C21H24N2O4,,,,AID_1063,3236638,3236638
3610,CC1=CC=C(C=C1)C2=C(C(=NC(=N2)SC)Cl)C#N,,Inactive,Leishmania,Extracellular,,,,,,,,-1.83,83.3 µM,275.764,,C13H10ClN3S,,,,AID_1063,1475543,1475543
3611,CCCCCCCCCC(=O)N/N=C/C1=CC=C(S1)C,,Inactive,Leishmania,Extracellular,,,,,,,,-5.52,83.3 µM,294.464,,C16H26N2OS,,,,AID_1063,6872970,6872970
3612,C1=CC=C(C=C1)OCCSC2=NC3=CC=CC=C3C(=O)N2,,Inactive,Leishmania,Extracellular,,,,,,,,-3.78,83.3 µM,298.367,,C16H14N2O2S,,,,AID_1063,135417113,135417113
3613,C1=CC=C(C=C1)CN2C=CC=C(C2=O)C3=NN=C(O3)SCC4=C(C=C(C=C4)Cl)Cl,,Inactive,Leishmania,Extracellular,,,,,,,,4.18,83.3 µM,444.343,,C21H15Cl2N3O2S,,,,AID_1063,2764921,2764921
3614,CC1=CC=C(C=C1)CCN2CC(CC2=O)C(=O)NCC3=CC=CO3,,Inactive,Leishmania,Extracellular,,,,,,,,-7.68,83.3 µM,326.396,,C19H22N2O3,,,,AID_1063,3242986,3242986
3615,COC1=CC(=CC(=C1O)[N+](=O)[O-])/C=N/NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)OCC4=CC=CC=C4,,Inactive,Leishmania,Extracellular,,,,,,,,21.1,83.3 µM,531.525,,C27H25N5O7,,,,AID_1063,135464707,135464707
3616,CN(C)C1=CC=C(C=C1)NC(=O)C2=NSN=C2,,Inactive,Leishmania,Extracellular,,,,,,,,3.87,83.3 µM,248.311,,C11H12N4OS,,,,AID_1063,900724,900724
3617,C1CCC(CC1)NC(=O)COC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N3CCCC3,,Inactive,Leishmania,Extracellular,,,,,,,,-4.37,83.3 µM,428.938,,C19H25ClN2O5S,,,,AID_1063,2433528,2433528
3618,CC1=CC=C(O1)C2=C(N3C=CN=CC3=N2)NC4=CC=CC=C4,,Inactive,Leishmania,Extracellular,,,,,,,,1.54,83.3 µM,290.326,,C17H14N4O,,,,AID_1063,5308934,5308934
3619,CC1=CC2=C(C=C1)C=C(C(=O)N2)CN(CC3=CC=CO3)C(=O)C4=CC=CS4,,Inactive,Leishmania,Extracellular,,,,,,,,3.78,83.3 µM,378.453,,C21H18N2O3S,,,,AID_1063,666723,666723
3620,CC1=C(N=C(O1)C2=CC(=CC=C2)Cl)CN3CCCC(C3)C(=O)NCC4=CC=CO4,,Inactive,Leishmania,Extracellular,,,,,,,,14.51,83.3 µM,413.905,,C22H24ClN3O3,,,,AID_1063,3242622,3242622
3621,CC(C)(C)N(C(=O)C1=CC=CC=C1)NC(=O)NC2=CC=C(C=C2)Cl,,Inactive,Leishmania,Extracellular,,,,,,,,3.96,83.3 µM,345.83,,C18H20ClN3O2,,,,AID_1063,848609,848609
3622,C1CN(CCN1CC(=O)NNC(=O)C2=CC=C(C=C2)Br)C3=NC(=CS3)C4=CC=CC=C4,,Inactive,Leishmania,Extracellular,,,,,,,,-8.52,83.3 µM,500.422,,C22H22BrN5O2S,,,,AID_1063,1447465,1447465
3623,CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)N2CCCC2)C3CCCCC3,,Inactive,Leishmania,Extracellular,,,,,,,,-6.22,83.3 µM,364.511,,C19H28N2O3S,,,,AID_1063,2294829,2294829
3624,CN(CC(=O)NC1=CC=CC=C1Cl)C(=O)CSC2=C(C=C(C=N2)C(F)(F)F)Cl,,Inactive,Leishmania,Extracellular,,,,,,,,-4.45,83.3 µM,452.285,,C17H14Cl2F3N3O2S,,,,AID_1063,2107692,2107692
3625,CN\1C2=CC=CC=C2S/C1=N\NC(=O)C3=CC=CC=C3F,,Inactive,Leishmania,Extracellular,,,,,,,,-8.02,83.3 µM,301.346,,C15H12FN3OS,,,,AID_1063,6900936,6900936
3626,CC[C@H](C)[C@@H](C(=O)N1CCN(CC1)C2=NC(=NC(=N2)N3CCN(CC3)C(=O)[C@H](CC4=CC5=CC=CC=C5N4)N6C=C(N=N6)[C@H](C(C)CC)N)NCCOCCOCCOCC#C)N7C=C(N=N7)[C@H](CC8=CC=C(C=C8)O)N.Cl,,Inactive,Leishmania,Extracellular,,,,,,,,-1.68,83.3 µM,1094.768,,C54H76ClN17O6,,,,AID_1063,16196582,16196582
3627,CC1=CC=CC=C1N2C(=C(C=N2)C(C)NC(=O)C3=CC=CO3)C,,Inactive,Leishmania,Extracellular,,,,,,,,1.86,83.3 µM,309.369,,C18H19N3O2,,,,AID_1063,16191279,16191279
3628,CC1=CC=C(C=C1)C2=NC3=C(C(=NN2)C4=CC=CC=C4)N=CC=C3,,Inactive,Leishmania,Extracellular,,,,,,,,8.34,83.3 µM,312.376,,C20H16N4,,,,AID_1063,135416519,135416519
3629,C1CCN(CC1)C(CNC(=O)C2=CC=C(C=C2)OCC3=CC=CC=C3)C4=CC=CO4,,Inactive,Leishmania,Extracellular,,,,,,,,29.81,83.3 µM,404.51,,C25H28N2O3,,,,AID_1063,4841525,4841525
3630,CCCCN=C(/C(=C(/C1=CC=C(C=C1)OC)\O)/C(=O)OCC)N,,Inactive,Leishmania,Extracellular,,,,,,,,15.1,83.3 µM,320.389,,C17H24N2O4,,,,AID_1063,135402583,135402583
3631,CC1=CC(=CC=C1)C(=O)NC(=S)NC2=NC(=C(S2)C(=O)OC)C,,Inactive,Leishmania,Extracellular,,,,,,,,-4.35,83.3 µM,349.437,,C15H15N3O3S2,,,,AID_1063,1227624,1227624
3632,CC(C)CC(=O)NCCC1=CC=NC=C1,,Inactive,Leishmania,Extracellular,,,,,,,,-3.84,83.3 µM,206.289,,C12H18N2O,,,,AID_1063,934804,934804
3633,CC1=CC(=NC2=NC(=NN12)SCC(=O)NC(=O)NCC3=CC=CO3)C,,Inactive,Leishmania,Extracellular,,,,,,,,-4.34,83.3 µM,360.399,,C15H16N6O3S,,,,AID_1063,2438141,2438141
3634,CCOC(=O)C1=CC=C(C=C1)CNCC2=CC=C(C=C2)Br,,Inactive,Leishmania,Extracellular,,,,,,,,45.32,83.3 µM,348.24,,C17H18BrNO2,,,,AID_1063,3471036,3471036
3635,CCCCOC1=C(C=C(C=C1)[N+](=O)[O-])C(=O)O,,Inactive,Leishmania,Extracellular,,,,,,,,-3.71,83.3 µM,239.227,,C11H13NO5,,,,AID_1063,2992256,2992256
3636,C1COC2=C(O1)C=CC(=C2)S(=O)(=O)NC(CC3=CC=CC=C3)C(=O)O,,Inactive,Leishmania,Extracellular,,,,,,,,-4.8,83.3 µM,363.391,,C17H17NO6S,,,,AID_1063,2841381,2841381
3637,C=CCNC(=O)CCC1=NN=C(O1)C2(CCC2)C3=CC=C(C=C3)Cl,,Inactive,Leishmania,Extracellular,,,,,,,,14.94,83.3 µM,345.83,,C18H20ClN3O2,,,,AID_1063,16191976,16191976
3638,CC1CCCC(N1C(=O)CN2C=C(C3=CC=CC=C32)C#N)C,,Inactive,Leishmania,Extracellular,,,,,,,,1.24,83.3 µM,295.386,,C18H21N3O,,,,AID_1063,3145522,3145522
3639,CN(CCCNC(=O)C1CCCN(C1)S(=O)(=O)C2=CN=CN2)C3=CC=CC=C3,,Inactive,Leishmania,Extracellular,,,,,,,,-5.54,83.3 µM,405.524,,C19H27N5O3S,,,,AID_1063,5308384,5308384
3640,CCC1=CC=C(C=C1)NC(=O)COC2=C(C=C(C=C2)/C=C(/C#N)\C3=NC4=CC=CC=C4N3)OC,,Inactive,Leishmania,Extracellular,,,,,,,,2.44,83.3 µM,452.514,,C27H24N4O3,,,,AID_1063,5740138,5740138
3641,CC1=C(C=CC(=C1)[N+](=O)[O-])NC(=S)NC,,Inactive,Leishmania,Extracellular,,,,,,,,11.29,83.3 µM,225.273,,C9H11N3O2S,,,,AID_1063,2954383,2954383
3642,CN(C)C(=O)N1CCC(CC1)C(=O)NCC2CCCO2,,Inactive,Leishmania,Extracellular,,,,,,,,-5.24,83.3 µM,283.372,,C14H25N3O3,,,,AID_1063,3240179,3240179
3643,C1=CC(=CC=C1C2=CC=C(O2)/C=C\3/C4=C(C=C(C=C4)Cl)NC3=O)S(=O)(=O)N,,Inactive,Leishmania,Extracellular,,,,,,,,-0.74,83.3 µM,400.843,,C19H13ClN2O4S,,,,AID_1063,2123230,2123230
3644,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C(=O)CNC(=O)C3=CC=CC=C3)C4(CCCCC4)C(=O)NC5CCCC5,,Inactive,Leishmania,Extracellular,,,,,,,,-2.12,83.3 µM,557.695,,C32H39N5O4,,,,AID_1063,4992267,4992267
3645,C1=CC=C2C(=C1)C(=O)N(N=N2)CSC3=NN=NN3C4=CC=C(C=C4)O,,Inactive,Leishmania,Extracellular,,,,,,,,-1.98,83.3 µM,353.367,,C15H11N7O2S,,,,AID_1063,2549913,2549913
3646,CC(=O)CSC1=NC=NC2=C1C=NN2C3=CC=CC=C3,,Inactive,Leishmania,Extracellular,,,,,,,,-1.18,83.3 µM,284.344,,C14H12N4OS,,,,AID_1063,2989016,2989016
3647,CC1=CC(=CC(=C1)OCC(=O)NC2=CC=C(C=C2)N3CCN(CC3)S(=O)(=O)C)C,,Inactive,Leishmania,Extracellular,,,,,,,,-5.6,83.3 µM,417.531,,C21H27N3O4S,,,,AID_1063,652754,652754
3648,CCC(C(=O)NC1=CC=C(C=C1)S(=O)(=O)N)OC(=O)CN2C3=CC=CC=C3C(=O)C2=O,,Inactive,Leishmania,Extracellular,,,,,,,,0.7,83.3 µM,445.453,,C20H19N3O7S,,,,AID_1063,2893334,2893334
3649,CSC1=NN=CN1/N=C/C2=CC=C(C=C2)[N+](=O)[O-],,Inactive,Leishmania,Extracellular,,,,,,,,-1.71,83.3 µM,263.282,,C10H9N5O2S,,,,AID_1063,5343366,5343366
3650,CC1=NC(=C(C=C1)OCC(=O)NCCC2=CC(=C(C=C2)OC)OC)[N+](=O)[O-],,Inactive,Leishmania,Extracellular,,,,,,,,24.54,83.3 µM,375.381,,C18H21N3O6,,,,AID_1063,3659199,3659199
3651,C1=COC(=C1)/C=C/C=N/N2C(=NNC2=S)C3=CC=NC=C3,,Inactive,Leishmania,Extracellular,,,,,,,,-4.73,83.3 µM,297.343,,C14H11N5OS,,,,AID_1063,6866495,6866495
3652,CC1=C(C(N2C(=NC=N2)N1)C3=CC=CS3)C(=O)NCC4=CC=CC=C4,,Inactive,Leishmania,Extracellular,,,,,,,,-6.37,83.3 µM,351.435,,C18H17N5OS,,,,AID_1063,666727,666727
3653,COC1=CC=C(C=C1)C2=NC(=C(C=C2)C#N)SCC(=O)NC3=C(C4=C(S3)CCC4)C#N,,Inactive,Leishmania,Extracellular,,,,,,,,0.01,83.3 µM,446.557,,C23H18N4O2S2,,,,AID_1063,1773611,1773611
3654,C1=CC=C(C=C1)OCCCC(=O)O/N=C(/C2=CC=CC=N2)\N,,Inactive,Leishmania,Extracellular,,,,,,,,-4.1,83.3 µM,299.33,,C16H17N3O3,,,,AID_1063,9587592,9587592
3655,CC1=NN(C(=C1)C2=CC=CO2)CC(=O)O,,Inactive,Leishmania,Extracellular,,,,,,,,-5.28,83.3 µM,206.201,,C10H10N2O3,,,,AID_1063,3245759,3245759
3656,C1CN(CCN1C2=CC=CC=N2)C(=S)NCC3=CC=CO3,,Inactive,Leishmania,Extracellular,,,,,,,,-7.29,83.3 µM,302.403,,C15H18N4OS,,,,AID_1063,970504,970504
3657,CCCCOCC1CC(C(=O)O1)CC#CCN2CCCCC2.C(=O)(C(=O)O)O,,Inactive,Leishmania,Extracellular,,,,,,,,19.14,83.3 µM,397.468,,C20H31NO7,,,,AID_1063,16192714,16192714
3658,C1C(OC2=CC=CC=C2O1)C(=O)NCCOC(=O)C3COC4=CC=CC=C4O3,,Inactive,Leishmania,Extracellular,,,,,,,,-7.1,83.3 µM,385.372,,C20H19NO7,,,,AID_1063,3145410,3145410
3659,CCCCC(=O)NS(=O)(=O)C1=CC=C(C=C1)NS(=O)(=O)C,,Inactive,Leishmania,Extracellular,,,,,,,,1.18,83.3 µM,334.419,,C12H18N2O5S2,,,,AID_1063,4016542,4016542
3660,CC1=NC(=NC=C1)NC(=O)C2=C(C=C(C=C2)Cl)Cl,,Inactive,Leishmania,Extracellular,,,,,,,,-4.32,83.3 µM,282.13,,C12H9Cl2N3O,,,,AID_1063,849145,849145
3661,CC(C)C1=CC=C(C=C1)C2C(CCC(=O)N2)[N+](=O)[O-],,Inactive,Leishmania,Extracellular,,,,,,,,-3.17,83.3 µM,262.309,,C14H18N2O3,,,,AID_1063,2936966,2936966
3662,CC1=CC=C(C=C1)S(=O)(=O)NNC(=S)NC2=CC=CC=C2,,Inactive,Leishmania,Extracellular,,,,,,,,-4.27,83.3 µM,321.427,,C14H15N3O2S2,,,,AID_1063,736888,736888
3663,COC1=CC=C(C=C1)/C=N/OCC(=O)NC2=NC3=CC=CC=C3S2,,Inactive,Leishmania,Extracellular,,,,,,,,-4.58,83.3 µM,341.392,,C17H15N3O3S,,,,AID_1063,6880048,6880048
3664,CCOC(=O)C1=C(SC(=C1C)C)NC(=O)CN2CCN(CC2)C3=CC=C(C=C3)Cl,,Inactive,Leishmania,Extracellular,,,,,,,,2.76,83.3 µM,435.977,,C21H26ClN3O3S,,,,AID_1063,1443653,1443653
3665,CCN1C(=NN=C1SC)C2=NN=C(N2CC)SC,,Inactive,Leishmania,Extracellular,,,,,,,,-4.78,83.3 µM,284.414,,C10H16N6S2,,,,AID_1063,975853,975853
3666,COC1=CC=C(C=C1)C(=O)NC2(C3=C(NC2=O)N(C(=O)NC3=O)CCC4=CC(=C(C=C4)OC)OC)C(F)(F)F,,Inactive,Leishmania,Extracellular,,,,,,,,-3.99,83.3 µM,548.474,,C25H23F3N4O7,,,,AID_1063,5157172,5157172
3667,COC1=CC(=C(C=C1)NC(=O)C2CCCCN2S(=O)(=O)C3=CC=C(C=C3)F)OC,,Inactive,Leishmania,Extracellular,,,,,,,,11.8,83.3 µM,422.478,,C20H23FN2O5S,,,,AID_1063,3242199,3242199
3668,CC1=CC=C(C=C1)C23CC4CC(C2)CC(C4)(C3)C(=O)NCC(=O)OC,,Inactive,Leishmania,Extracellular,,,,,,,,-0.84,83.3 µM,341.451,,C21H27NO3,,,,AID_1063,2929678,2929678
3669,CN1C=CN=C1SCC2=CC(=O)NC3=CC=CC=C32,,Inactive,Leishmania,Extracellular,,,,,,,,-5.36,83.3 µM,271.345,,C14H13N3OS,,,,AID_1063,1250728,1250728
3670,CCN1C2=CC=CC=C2N=C1N,,Inactive,Leishmania,Extracellular,,,,,,,,28.82,83.3 µM,161.208,,C9H11N3,,,,AID_1063,595193,595193
3671,CC1=CC(=CC=C1)NC(=O)N2CCC(CC2)N3C4=C(C=C(C=C4)C)N=N3,,Inactive,Leishmania,Extracellular,,,,,,,,1.57,83.3 µM,349.438,,C20H23N5O,,,,AID_1063,1469706,1469706
3672,C/C(=C(/C#N)\C(=O)CSC1=NN=C(O1)C2=CC3=C(C=C2)OCO3)/N,,Inactive,Leishmania,Extracellular,,,,,,,,-1.35,83.3 µM,344.352,,C15H12N4O4S,,,,AID_1063,6114997,6114997
3673,CC(C1=CC=CC=C1)N2C(=O)C3C4CCC(C4)C3C2=O,,Inactive,Leishmania,Extracellular,,,,,,,,-3.22,83.3 µM,269.344,,C17H19NO2,,,,AID_1063,2932919,2932919
3674,C1=CC(=CC(=C1)N2C(=NNC2=S)C3=NC=CN=C3)C(=O)O,,Inactive,Leishmania,Extracellular,,,,,,,,-7.23,83.3 µM,299.315,,C13H9N5O2S,,,,AID_1063,1846091,1846091
3675,CCOC(=O)CC1=NN=C(S1)NC(=O)COC2=CC=C(C=C2)OC,,Inactive,Leishmania,Extracellular,,,,,,,,0.18,83.3 µM,351.384,,C15H17N3O5S,,,,AID_1063,1400074,1400074
3676,COC1=CC=CC(=C1)N2C(=NN=C2SCC3=CC(=CC=C3)C(F)(F)F)CC4=CC(=O)NC(=O)N4,,Inactive,Leishmania,Extracellular,,,,,,,,-4.14,83.3 µM,489.479,,C22H18F3N5O3S,,,,AID_1063,3594585,3594585
3677,C1=CC=C(C(=C1)CSCCC(=O)NCC2=CC=CS2)Cl,,Inactive,Leishmania,Extracellular,,,,,,,,-8.09,83.3 µM,325.886,,C15H16ClNOS2,,,,AID_1063,4988112,4988112
3678,CC1=CC=C(C=C1)NC2=NC(=CS2)COC(=O)C3CC3,,Inactive,Leishmania,Extracellular,,,,,,,,-5.74,83.3 µM,288.372,,C15H16N2O2S,,,,AID_1063,2129418,2129418
3679,CCOC(=O)CC(C)(C)/C(=N/NC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-])/C,,Inactive,Leishmania,Extracellular,,,,,,,,3.21,83.3 µM,352.347,,C15H20N4O6,,,,AID_1063,9599550,9599550
3680,COC1=CC=C(C=C1)C(=O)NCC2=NN=C(O2)SCC(=O)N3CCCCC3,,Inactive,Leishmania,Extracellular,,,,,,,,6.94,83.3 µM,390.465,,C18H22N4O4S,,,,AID_1063,4140680,4140680
3681,C1CCN(CC1)S(=O)(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCOCC3,,Inactive,Leishmania,Extracellular,,,,,,,,5.15,83.3 µM,374.484,,C15H22N2O5S2,,,,AID_1063,1456422,1456422
3682,CCS(=O)(=O)N1CCCC(C1)C(=O)NC2CCC(CC2)C,,Inactive,Leishmania,Extracellular,,,,,,,,-2.21,83.3 µM,316.467,,C15H28N2O3S,,,,AID_1063,3238187,3238187
3683,CC1=NNC(=O)C1CCC(=O)N/N=C\C2=CC=CC=C2[N+](=O)[O-],,Inactive,Leishmania,Extracellular,,,,,,,,-6.04,83.3 µM,317.305,,C14H15N5O4,,,,AID_1063,5919957,5919957
3684,CCN1C2=C(C=C(C=C2)C(=O)OCC)N=C1COC3=CC4=CC=CC=C4C=C3,,Inactive,Leishmania,Extracellular,,,,,,,,-0.07,83.3 µM,374.44,,C23H22N2O3,,,,AID_1063,5049740,5049740
3685,CCN(CC)CCNC(=O)CS(=O)CC1=C(OC(=N1)C2=CC=C(C=C2)C)C,,Inactive,Leishmania,Extracellular,,,,,,,,8.3,83.3 µM,391.537,,C20H29N3O3S,,,,AID_1063,3243327,3243327
3686,COC1=C(C=C(C=C1)CCNC(=O)CSC2=NN=NN2C3=CC(=C(C=C3)OC)OC)OC,,Inactive,Leishmania,Extracellular,,,,,,,,-5.43,83.3 µM,459.528,,C21H25N5O5S,,,,AID_1063,1175635,1175635
3687,C1CCC(=C(C#N)C2=NC(=CS2)C3=CC4=CC=CC=C4OC3=O)C1,,Inactive,Leishmania,Extracellular,,,,,,,,-4.04,83.3 µM,334.4,,C19H14N2O2S,,,,AID_1063,717089,717089
3688,COC(=O)NCC(C1=CN=CC=C1)N2CCOCC2,,Inactive,Leishmania,Extracellular,,,,,,,,-10.95,83.3 µM,265.313,,C13H19N3O3,,,,AID_1063,5310569,5310569
3689,C1CSC2=NC(=C(C(=O)N21)C(C3=CC=CC4=CC=CC=C43)C5=C(N=C6N(C5=O)CCS6)O)O,,Inactive,Leishmania,Extracellular,,,,,,,,-2.36,83.3 µM,478.555,,C23H18N4O4S2,,,,AID_1063,135491581,135491581
3690,CC1=NN(C(=O)C1C(=O)C2=CC(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])C3=CC=CC=C3,,Inactive,Leishmania,Extracellular,,,,,,,,-20.49,83.3 µM,368.305,,C17H12N4O6,,,,AID_1063,3891085,3891085
3691,COC1=C(C2=C(C=C1)C=C(SC2=O)C(=O)NCC(=O)O)OC,,Inactive,Leishmania,Extracellular,,,,,,,,-3.47,83.3 µM,323.326,,C14H13NO6S,,,,AID_1063,700001,700001
3692,CCCCCCCC1=NC2=C(O1)C3=CC=CC=C3N(C2=O)C,,Inactive,Leishmania,Extracellular,,,,,,,,-2.32,83.3 µM,298.386,,C18H22N2O2,,,,AID_1063,4625749,4625749
3693,COC1=C(C(=NC=C1)OC2=CC=C(C=C2)F)C#N,,Inactive,Leishmania,Extracellular,,,,,,,,-3.21,83.3 µM,244.225,,C13H9FN2O2,,,,AID_1063,1484341,1484341
3694,C1C2C3C(C1C(C2OC3=O)Cl)C(=O)O,,Inactive,Leishmania,Extracellular,,,,,,,,-6.33,83.3 µM,216.62,,C9H9ClO4,,,,AID_1063,3390011,3390011
3695,COC1=CC=C(C=C1)C2=CC=C(N2CC3=CC=CO3)CCC(=O)O,,Inactive,Leishmania,Extracellular,,,,,,,,-4.82,83.3 µM,325.364,,C19H19NO4,,,,AID_1063,893522,893522
3696,C1=CC=C(C=C1)C(C(=O)NC2=CC(=CC(=C2)Cl)Cl)NCCO,,Inactive,Leishmania,Extracellular,,,,,,,,-6.11,83.3 µM,339.222,,C16H16Cl2N2O2,,,,AID_1063,4000895,4000895
3697,C1CC1C2=NC3=CC=CC=C3N2CC4CC4(Cl)Cl,,Inactive,Leishmania,Extracellular,,,,,,,,15.78,83.3 µM,281.186,,C14H14Cl2N2,,,,AID_1063,3160720,3160720
3698,C1=COC(=C1)C2=NN=C(C=C2)SCC3=CC=C(C=C3)F,,Inactive,Leishmania,Extracellular,,,,,,,,-0.43,83.3 µM,286.331,,C15H11FN2OS,,,,AID_1063,7207098,7207098
3699,CC(=O)N(C1=CC(=NN1S(=O)(=O)C2=CC=C(C=C2)OC)OC(=O)C)C(=O)C,,Inactive,Leishmania,Extracellular,,,,,,,,-5.16,83.3 µM,395.393,,C16H17N3O7S,,,,AID_1063,11834384,11834384
3700,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)C(=O)NC2=CC=C(C=C2)C#N,,Inactive,Leishmania,Extracellular,,,,,,,,4.56,83.3 µM,357.435,,C18H19N3O3S,,,,AID_1063,3241048,3241048
3701,CCN1CCC2=C(C1)SC(=N2)NC(=O)C(C3=CC=CC=C3)C4=CC=CC=C4,,Inactive,Leishmania,Extracellular,,,,,,,,12.91,83.3 µM,377.513,,C22H23N3OS,,,,AID_1063,2464292,2464292
3702,CC(=O)C1=C(C2=CC=CC=C2N1C)OC(=O)C3=CC=CC=C3,,Inactive,Leishmania,Extracellular,,,,,,,,-11.98,83.3 µM,293.322,,C18H15NO3,,,,AID_1063,947463,947463
3703,CN(C1CCS(=O)(=O)C1)C(=O)COC(=O)C2=CC3=C(C=C2)NC4=C3CCCC4,,Inactive,Leishmania,Extracellular,,,,,,,,36.72,83.3 µM,404.488,,C20H24N2O5S,,,,AID_1063,3965500,3965500
3704,COC1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)OCC(=O)O,,Inactive,Leishmania,Extracellular,,,,,,,,-3.21,83.3 µM,326.304,,C18H14O6,,,,AID_1063,735115,735115
3705,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC(C)(C)CO,,Inactive,Leishmania,Extracellular,,,,,,,,-7.3,83.3 µM,343.21,,C15H16Cl2N2O3,,,,AID_1063,700610,700610
3706,CC1=NN(C2=C1C=C(S2)C(=O)N3CCC4=CC=CC=C4C3)C5=CC=CC=C5,,Inactive,Leishmania,Extracellular,,,,,,,,-1.99,83.3 µM,373.481,,C22H19N3OS,,,,AID_1063,2335288,2335288
3707,CCCN(CCC)C(=O)COC1=CC(=O)N(C2=CC=CC=C21)CC,,Inactive,Leishmania,Extracellular,,,,,,,,-7.75,83.3 µM,330.428,,C19H26N2O3,,,,AID_1063,5309223,5309223
3708,C1=CC=C(C=C1)N2C(=NNC2=S)C3=NC4=CC=CC=C4C=C3,,Inactive,Leishmania,Extracellular,,,,,,,,-0.04,83.3 µM,304.378,,C17H12N4S,,,,AID_1063,891988,891988
3709,CC1=CC2=C(C(=N1)SCC(=O)NCC3=CC=C(C=C3)Cl)C(=O)OC2,,Inactive,Leishmania,Extracellular,,,,,,,,-0.35,83.3 µM,362.838,,C17H15ClN2O3S,,,,AID_1063,1509236,1509236
3710,CC1CCN(CC1)S(=O)(=O)C2=CC=CC(=C2)C(=O)N(C)C3CCS(=O)(=O)C3,,Inactive,Leishmania,Extracellular,,,,,,,,-5.11,83.3 µM,414.549,,C18H26N2O5S2,,,,AID_1063,2953396,2953396
3711,CCOC(=O)C1=C2CCCN2C3=C1C=C(C=C3)OC(=O)C,,Inactive,Leishmania,Extracellular,,,,,,,,-4.96,83.3 µM,287.315,,C16H17NO4,,,,AID_1063,780036,780036
3712,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N=NN2CCCCC2,,Inactive,Leishmania,Extracellular,,,,,,,,46.74,83.3 µM,310.379,,C13H18N4O3S,,,,AID_1063,838268,838268
3713,COCCCNC(=S)N1CCC(CC1)C(=O)C2=CC3=C(C=C2)OCCO3,,Inactive,Leishmania,Extracellular,,,,,,,,-5.88,83.3 µM,378.494,,C19H26N2O4S,,,,AID_1063,3223574,3223574
3714,C1=NC(=NN1CC(=O)NCCO)[N+](=O)[O-],,Inactive,Leishmania,Extracellular,,,,,,,,-8.38,83.3 µM,215.169,,C6H9N5O4,,,,AID_1063,113639,113639
3715,COC1=CC=C(C=C1)N2C(=O)CC(C2=O)N3CCC(CC3)(C4=CC(=CC=C4)C(F)(F)F)O,,Inactive,Leishmania,Extracellular,,,,,,,,3.36,83.3 µM,448.441,,C23H23F3N2O4,,,,AID_1063,661745,661745
3716,CC1=C(C(=O)NC(=O)N1)S(=O)(=O)N2CCCC(C2)C(=O)NCCC3=CCCCC3,,Inactive,Leishmania,Extracellular,,,,,,,,-0.52,83.3 µM,424.523,,C19H28N4O5S,,,,AID_1063,16193986,16193986
3717,CCN\1C(=CS/C1=C(\C#N)/C2=NN=C3N2CCCCC3)C4=CC=C(C=C4)OCC.Br,,Inactive,Leishmania,Extracellular,,,,,,,,3.91,83.3 µM,488.455,,C22H26BrN5OS,,,,AID_1063,6603272,6603272
3718,CC1=CC=CC=C1N2C(=C(C(=N2)CSC3=NC4=CC=CC=C4N3)C5=CC=CC=C5)N,,Inactive,Leishmania,Extracellular,,,,,,,,18.54,83.3 µM,411.534,,C24H21N5S,,,,AID_1063,2391340,2391340
3719,CCOC(=O)N1CC=C2[C@H](C1)[C@H](C(C(=C2C#N)N)(C#N)C#N)C3=CC=CS3,,Inactive,Leishmania,Extracellular,,,,,,,,42.19,83.3 µM,379.445,,C19H17N5O2S,,,,AID_1063,658037,658037
3720,C1=CC=C(C(=C1)C2=NN=C3N2N=C(S3)C4=CC=CO4)Cl,,Inactive,Leishmania,Extracellular,,,,,,,,4.92,83.3 µM,302.746,,C13H7ClN4OS,,,,AID_1063,662518,662518
3721,CC1=C(SC=C1)C(=O)OCC2=NC3=CC=CC=C3C(=O)N2,,Inactive,Leishmania,Extracellular,,,,,,,,-0.26,83.3 µM,300.339,,C15H12N2O3S,,,,AID_1063,135481506,135481506
